ID,X,Y,R,Layer,Direction,Name,ImageFile,KeywordFile,TweetFile,Unit,Number,X_C,Y_C,toCenter
26,0,0,0,0,0,kakugen111,Log/Thumb/3198860359.jpg,Log/Tokens/3198860359.csv,Log/Tweets/3198860359.csv,0,0,0,0,FALSE
27,0,0,0,0,0,MiV5us,Log/Thumb/4582044494.jpg,Log/Tokens/4582044494.csv,Log/Tweets/4582044494.csv,0,0,0,0,FALSE
28,0,0,0,0,0,gxk0768x,Log/Thumb/4148182217.jpg,Log/Tokens/4148182217.csv,Log/Tweets/4148182217.csv,0,0,0,0,FALSE
29,0,0,0,0,0,mickey_kimi,Log/Thumb/2485095338.jpg,Log/Tokens/2485095338.csv,Log/Tweets/2485095338.csv,0,0,0,0,FALSE
30,0,0,0,0,0,b5znlmt2c1,Log/Thumb/4194588375.jpg,Log/Tokens/4194588375.csv,Log/Tweets/4194588375.csv,0,0,0,0,FALSE
31,0,0,0,0,0,navi_shopping1,Log/Thumb/3647469193.jpg,Log/Tokens/3647469193.csv,Log/Tweets/3647469193.csv,0,0,0,0,FALSE
32,0,0,0,0,0,links_you_2010,Log/Thumb/2688288828.jpg,Log/Tokens/2688288828.csv,Log/Tweets/2688288828.csv,0,0,0,0,FALSE
33,0,0,0,0,0,gochoju_doga,Log/Thumb/3379399541.jpg,Log/Tokens/3379399541.csv,Log/Tweets/3379399541.csv,0,0,0,0,FALSE
34,0,0,0,0,0,kefycexikabi,Log/Thumb/2436154980.jpg,Log/Tokens/2436154980.csv,Log/Tweets/2436154980.csv,0,0,0,0,FALSE
35,0,0,0,0,0,rimodeba,Log/Thumb/3213917845.jpg,Log/Tokens/3213917845.csv,Log/Tweets/3213917845.csv,0,0,0,0,FALSE
36,0,0,0,0,0,yumikby,Log/Thumb/33491430.jpg,Log/Tokens/33491430.csv,Log/Tweets/33491430.csv,0,0,0,0,FALSE
37,0,0,0,0,0,artisoc_test2,Log/Thumb/4426681992.jpg,Log/Tokens/4426681992.csv,Log/Tweets/4426681992.csv,0,0,0,0,FALSE
38,0,0,0,0,0,bimishinbo_bot,Log/Thumb/2782253041.jpg,Log/Tokens/2782253041.csv,Log/Tweets/2782253041.csv,0,0,0,0,FALSE
39,0,0,0,0,0,monjo_fight11,Log/Thumb/3271173853.jpg,Log/Tokens/3271173853.csv,Log/Tweets/3271173853.csv,0,0,0,0,FALSE
40,0,0,0,0,0,yayoyoz,Log/Thumb/1659589578.jpg,Log/Tokens/1659589578.csv,Log/Tweets/1659589578.csv,0,0,0,0,FALSE
41,0,0,0,0,0,_nonstyle_douga,Log/Thumb/3182185070.jpg,Log/Tokens/3182185070.csv,Log/Tweets/3182185070.csv,0,0,0,0,FALSE
42,0,0,0,0,0,N2f9Sa,Log/Thumb/4318341492.jpg,Log/Tokens/4318341492.csv,Log/Tweets/4318341492.csv,0,0,0,0,FALSE
43,0,0,0,0,0,TokiTabiShop,Log/Thumb/3275904385.jpg,Log/Tokens/3275904385.csv,Log/Tweets/3275904385.csv,0,0,0,0,FALSE
44,0,0,0,0,0,piccolo213,Log/Thumb/4449590773.jpg,Log/Tokens/4449590773.csv,Log/Tweets/4449590773.csv,0,0,0,0,FALSE
45,0,0,0,0,0,kamiumach,Log/Thumb/3035804509.jpg,Log/Tokens/3035804509.csv,Log/Tweets/3035804509.csv,0,0,0,0,FALSE
46,0,0,0,0,0,8zHnP37UJrY3rLU,Log/Thumb/3326875272.jpg,Log/Tokens/3326875272.csv,Log/Tweets/3326875272.csv,0,0,0,0,FALSE
47,0,0,0,0,0,hisai_shinsei,Log/Thumb/4246490952.jpg,Log/Tokens/4246490952.csv,Log/Tweets/4246490952.csv,0,0,0,0,FALSE
48,0,0,0,0,0,C0meUs,Log/Thumb/4192080612.jpg,Log/Tokens/4192080612.csv,Log/Tweets/4192080612.csv,0,0,0,0,FALSE
49,0,0,0,0,0,anestassiamain4,Log/Thumb/4031134336.jpg,Log/Tokens/4031134336.csv,Log/Tweets/4031134336.csv,0,0,0,0,FALSE
50,0,0,0,0,0,rqobmf8pu4hz,Log/Thumb/4246964004.jpg,Log/Tokens/4246964004.csv,Log/Tweets/4246964004.csv,0,0,0,0,FALSE
51,0,0,0,0,0,techhub_ev,Log/Thumb/3291727076.jpg,Log/Tokens/3291727076.csv,Log/Tweets/3291727076.csv,0,0,0,0,FALSE
52,0,0,0,0,0,u_saku4,Log/Thumb/623320233.jpg,Log/Tokens/623320233.csv,Log/Tweets/623320233.csv,0,0,0,0,FALSE
53,0,0,0,0,0,kypuqazydof,Log/Thumb/2434013492.jpg,Log/Tokens/2434013492.csv,Log/Tweets/2434013492.csv,0,0,0,0,FALSE
54,0,0,0,0,0,3g2gijo5nsjs1,Log/Thumb/4143525073.jpg,Log/Tokens/4143525073.csv,Log/Tweets/4143525073.csv,0,0,0,0,FALSE
55,0,0,0,0,0,yamatototohi,Log/Thumb/597318397.jpg,Log/Tokens/597318397.csv,Log/Tweets/597318397.csv,0,0,0,0,FALSE
56,0,0,0,0,0,clubkisai,Log/Thumb/90723275.jpg,Log/Tokens/90723275.csv,Log/Tweets/90723275.csv,0,0,0,0,FALSE
57,0,0,0,0,0,hanagouri,Log/Thumb/3263142774.jpg,Log/Tokens/3263142774.csv,Log/Tweets/3263142774.csv,0,0,0,0,FALSE
58,0,0,0,0,0,takesou2016,Log/Thumb/3248347861.jpg,Log/Tokens/3248347861.csv,Log/Tweets/3248347861.csv,0,0,0,0,FALSE
59,0,0,0,0,0,ryokuinjapan,Log/Thumb/3263253355.jpg,Log/Tokens/3263253355.csv,Log/Tweets/3263253355.csv,0,0,0,0,FALSE
60,0,0,0,0,0,kokushikijyo,Log/Thumb/4158280999.jpg,Log/Tokens/4158280999.csv,Log/Tweets/4158280999.csv,0,0,0,0,FALSE
61,0,0,0,0,0,KitaP2ux,Log/Thumb/4086348919.jpg,Log/Tokens/4086348919.csv,Log/Tweets/4086348919.csv,0,0,0,0,FALSE
62,0,0,0,0,0,KOU_0924_,Log/Thumb/2904019604.jpg,Log/Tokens/2904019604.csv,Log/Tweets/2904019604.csv,0,0,0,0,FALSE
63,0,0,0,0,0,hrskksrh,Log/Thumb/2366721685.jpg,Log/Tokens/2366721685.csv,Log/Tweets/2366721685.csv,0,0,0,0,FALSE
64,0,0,0,0,0,yoneda34001934,Log/Thumb/4121393534.jpg,Log/Tokens/4121393534.csv,Log/Tweets/4121393534.csv,0,0,0,0,FALSE
65,0,0,0,0,0,MovemetPqvtnefb,Log/Thumb/3055953626.jpg,Log/Tokens/3055953626.csv,Log/Tweets/3055953626.csv,0,0,0,0,FALSE
66,0,0,0,0,0,gejuhoxyvele,Log/Thumb/2421146557.jpg,Log/Tokens/2421146557.csv,Log/Tweets/2421146557.csv,0,0,0,0,FALSE
67,0,0,0,0,0,G4vaKa,Log/Thumb/4018605253.jpg,Log/Tokens/4018605253.csv,Log/Tweets/4018605253.csv,0,0,0,0,FALSE
68,0,0,0,0,0,kawamura_tanma,Log/Thumb/3327561366.jpg,Log/Tokens/3327561366.csv,Log/Tweets/3327561366.csv,0,0,0,0,FALSE
69,0,0,0,0,0,kumasan64,Log/Thumb/121572931.jpg,Log/Tokens/121572931.csv,Log/Tweets/121572931.csv,0,0,0,0,FALSE
70,0,0,0,0,0,momokuro_brave,Log/Thumb/3713686814.jpg,Log/Tokens/3713686814.csv,Log/Tweets/3713686814.csv,0,0,0,0,FALSE
71,0,0,0,0,0,dk330dk,Log/Thumb/450592605.jpg,Log/Tokens/450592605.csv,Log/Tweets/450592605.csv,0,0,0,0,FALSE
72,0,0,0,0,0,bot_tatu,Log/Thumb/3360379344.jpg,Log/Tokens/3360379344.csv,Log/Tweets/3360379344.csv,0,0,0,0,FALSE
73,0,0,0,0,0,tomerarenaiwa,Log/Thumb/3317564210.jpg,Log/Tokens/3317564210.csv,Log/Tweets/3317564210.csv,0,0,0,0,FALSE
74,0,0,0,0,0,kanasitokiha,Log/Thumb/3039303264.jpg,Log/Tokens/3039303264.csv,Log/Tweets/3039303264.csv,0,0,0,0,FALSE
75,0,0,0,0,0,leadponz,Log/Thumb/3550014446.jpg,Log/Tokens/3550014446.csv,Log/Tweets/3550014446.csv,0,0,0,0,FALSE
76,0,0,0,0,0,eik9tbzsf,Log/Thumb/3735158114.jpg,Log/Tokens/3735158114.csv,Log/Tweets/3735158114.csv,0,0,0,0,FALSE
77,0,0,0,0,0,YOKOSOPRANO,Log/Thumb/119921181.jpg,Log/Tokens/119921181.csv,Log/Tweets/119921181.csv,0,0,0,0,FALSE
78,0,0,0,0,0,AFLOAT_NAGOYA,Log/Thumb/786596725.jpg,Log/Tokens/786596725.csv,Log/Tweets/786596725.csv,0,0,0,0,FALSE
79,0,0,0,0,0,Rommy344,Log/Thumb/2769308526.jpg,Log/Tokens/2769308526.csv,Log/Tweets/2769308526.csv,0,0,0,0,FALSE
80,0,0,0,0,0,dendentown,Log/Thumb/71577577.jpg,Log/Tokens/71577577.csv,Log/Tweets/71577577.csv,0,0,0,0,FALSE
81,0,0,0,0,0,hurati,Log/Thumb/70639535.jpg,Log/Tokens/70639535.csv,Log/Tweets/70639535.csv,0,0,0,0,FALSE
82,0,0,0,0,0,masabefreedom,Log/Thumb/1290554304.jpg,Log/Tokens/1290554304.csv,Log/Tweets/1290554304.csv,0,0,0,0,FALSE
83,0,0,0,0,0,_fukakusa,Log/Thumb/56698570.jpg,Log/Tokens/56698570.csv,Log/Tweets/56698570.csv,0,0,0,0,FALSE
84,0,0,0,0,0,oelyan1,Log/Thumb/3613867515.jpg,Log/Tokens/3613867515.csv,Log/Tweets/3613867515.csv,0,0,0,0,FALSE
85,0,0,0,0,0,chuunen45,Log/Thumb/2945793571.jpg,Log/Tokens/2945793571.csv,Log/Tweets/2945793571.csv,0,0,0,0,FALSE
86,0,0,0,0,0,ToTsukako,Log/Thumb/3611523373.jpg,Log/Tokens/3611523373.csv,Log/Tweets/3611523373.csv,0,0,0,0,FALSE
87,0,0,0,0,0,hze00702,Log/Thumb/3017841586.jpg,Log/Tokens/3017841586.csv,Log/Tweets/3017841586.csv,0,0,0,0,FALSE
88,0,0,0,0,0,GoYosha24,Log/Thumb/3360553160.jpg,Log/Tokens/3360553160.csv,Log/Tweets/3360553160.csv,0,0,0,0,FALSE
89,0,0,0,0,0,TicketsToday_JP,Log/Thumb/3318386814.jpg,Log/Tokens/3318386814.csv,Log/Tweets/3318386814.csv,0,0,0,0,FALSE
90,0,0,0,0,0,kushiro00001,Log/Thumb/2463237896.jpg,Log/Tokens/2463237896.csv,Log/Tweets/2463237896.csv,0,0,0,0,FALSE
91,0,0,0,0,0,6Guarno,Log/Thumb/3160463761.jpg,Log/Tokens/3160463761.csv,Log/Tweets/3160463761.csv,0,0,0,0,FALSE
92,0,0,0,0,0,sore_tigaimasu,Log/Thumb/3234238393.jpg,Log/Tokens/3234238393.csv,Log/Tweets/3234238393.csv,0,0,0,0,FALSE
93,0,0,0,0,0,irismaity1223,Log/Thumb/2808715130.jpg,Log/Tokens/2808715130.csv,Log/Tweets/2808715130.csv,0,0,0,0,FALSE
94,0,0,0,0,0,mobamani,Log/Thumb/1064869004.jpg,Log/Tokens/1064869004.csv,Log/Tweets/1064869004.csv,0,0,0,0,FALSE
95,0,0,0,0,0,tabi_con,Log/Thumb/592746501.jpg,Log/Tokens/592746501.csv,Log/Tweets/592746501.csv,0,0,0,0,FALSE
96,0,0,0,0,0,koheikana0006,Log/Thumb/3413512045.jpg,Log/Tokens/3413512045.csv,Log/Tweets/3413512045.csv,0,0,0,0,FALSE
97,0,0,0,0,0,jojojojoe07,Log/Thumb/2938750424.jpg,Log/Tokens/2938750424.csv,Log/Tweets/2938750424.csv,0,0,0,0,FALSE
98,0,0,0,0,0,freeman_tky,Log/Thumb/2663108388.jpg,Log/Tokens/2663108388.csv,Log/Tweets/2663108388.csv,0,0,0,0,FALSE
99,0,0,0,0,0,naoshoukikushou,Log/Thumb/1708896794.jpg,Log/Tokens/1708896794.csv,Log/Tweets/1708896794.csv,0,0,0,0,FALSE
100,0,0,0,0,0,kuma30623,Log/Thumb/1707055400.jpg,Log/Tokens/1707055400.csv,Log/Tweets/1707055400.csv,0,0,0,0,FALSE
